case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-01458,Jaipur District Court,Civil Dispute,2025-09-01,2025,,9.95,0,5,3,9.95
NG-01459,Lucknow District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,7,4,24.97
NG-01460,Noida District Court,Motor Accident,2024-07-01,2024,,23.98,0,6,1,23.98
NG-01461,Jaipur District Court,Motor Accident,2022-01-01,2022,2024-09-03 22:49:01.896347389,32.09,1,3,1,32.09
NG-01462,Delhi District Court,Family,2025-02-01,2025,,16.92,0,5,2,16.92
NG-01463,Lucknow District Court,Property,2021-12-01,2021,2024-06-17 04:44:36.599482582,30.53,1,4,3,30.53
NG-01464,Jaipur District Court,Motor Accident,2025-04-01,2025,,14.98,0,11,1,14.98
NG-01465,Delhi District Court,Cheque Bounce,2024-02-01,2024,2025-08-03 00:33:39.789857217,18.04,1,7,2,18.04
NG-01466,Lucknow District Court,Cheque Bounce,2021-03-01,2021,,63.99,0,5,4,63.99
NG-01467,Delhi District Court,Family,2025-09-01,2025,,9.95,0,2,1,9.95
NG-01468,Noida District Court,Property,2019-07-01,2019,2022-03-31 22:15:21.971405802,33.01,1,13,0,33.01
NG-01469,Jaipur District Court,Motor Accident,2023-01-01,2023,2024-12-12 05:09:50.333737458,23.36,1,10,4,23.36
NG-01470,Noida District Court,Civil Dispute,2019-10-01,2019,2025-12-22 11:42:27.931093332,74.72,1,3,0,74.72
NG-01471,Noida District Court,Motor Accident,2019-09-01,2019,2021-09-04 20:30:02.718863369,24.14,1,6,1,24.14
NG-01472,Lucknow District Court,Civil Dispute,2019-01-01,2019,2020-11-23 01:59:38.658570979,22.74,1,7,3,22.74
NG-01473,Noida District Court,Motor Accident,2021-04-01,2021,2024-01-25 14:16:58.687447514,33.82,1,7,6,33.82
NG-01474,Jaipur District Court,Family,2020-03-01,2020,2023-08-07 07:17:49.918049908,41.21,1,5,0,41.21
NG-01475,Delhi District Court,Family,2021-08-01,2021,2022-09-25 04:58:39.993012019,13.8,1,7,2,13.8
NG-01476,Lucknow District Court,Motor Accident,2024-03-01,2024,,27.99,0,4,1,27.99
NG-01477,Jaipur District Court,Property,2021-05-01,2021,2022-11-03 01:12:23.445876150,18.1,1,8,1,18.1
NG-01478,Lucknow District Court,Property,2025-09-01,2025,,9.95,0,5,3,9.95
NG-01479,Jaipur District Court,Property,2025-07-01,2025,,11.99,0,9,2,11.99
NG-01480,Noida District Court,Cheque Bounce,2024-02-01,2024,2026-05-05 04:25:39.199468762,27.08,1,8,3,27.08
NG-01481,Delhi District Court,Motor Accident,2022-05-01,2022,2025-04-15 05:34:36.513153082,35.49,1,3,1,35.49
NG-01482,Delhi District Court,Civil Dispute,2024-09-01,2024,,21.94,0,6,1,21.94
NG-01483,Delhi District Court,Civil Dispute,2018-01-01,2018,2025-04-30 09:25:46.172530767,87.92,1,8,4,87.92
NG-01484,Jaipur District Court,Civil Dispute,2023-04-01,2023,2025-04-22 16:24:05.246992120,24.73,1,5,0,24.73
NG-01485,Jaipur District Court,Cheque Bounce,2023-04-01,2023,2024-09-18 15:58:43.761073653,17.63,1,8,0,17.63
NG-01486,Noida District Court,Property,2022-01-01,2022,2026-01-17 12:51:29.791594275,48.54,1,7,3,48.54
NG-01487,Noida District Court,Motor Accident,2018-01-01,2018,2019-04-02 06:11:09.147068304,14.99,1,4,3,14.99
NG-01488,Delhi District Court,Civil Dispute,2018-01-01,2018,2022-04-14 03:32:57.880621032,51.38,1,6,2,51.38
NG-01489,Delhi District Court,Family,2021-01-01,2021,2023-03-08 19:46:30.220803016,26.18,1,2,2,26.18
NG-01490,Jaipur District Court,Civil Dispute,2023-04-01,2023,2026-01-10 01:50:20.752569274,33.35,1,1,2,33.35
NG-01491,Jaipur District Court,Family,2021-09-01,2021,,57.95,0,7,3,57.95
NG-01492,Lucknow District Court,Civil Dispute,2021-11-01,2021,2024-06-17 09:15:17.383165136,31.52,1,8,3,31.52
NG-01493,Delhi District Court,Civil Dispute,2019-10-01,2019,2022-07-20 23:15:53.310114783,33.64,1,6,1,33.64
NG-01494,Noida District Court,Cheque Bounce,2024-10-01,2024,2026-05-22 21:33:22.555754547,19.67,1,11,1,19.67
NG-01495,Noida District Court,Civil Dispute,2021-03-01,2021,2025-08-31 11:35:16.948545322,54.02,1,13,2,54.02
NG-01496,Jaipur District Court,Cheque Bounce,2019-03-01,2019,2022-11-06 20:33:20.322456007,44.25,1,3,1,44.25
NG-01497,Lucknow District Court,Civil Dispute,2020-05-01,2020,2021-12-23 16:21:19.592356420,19.77,1,10,2,19.77
NG-01498,Jaipur District Court,Motor Accident,2022-02-01,2022,,52.92,0,8,2,52.92
NG-01499,Noida District Court,Property,2023-06-01,2023,,36.99,0,9,1,36.99
NG-01500,Lucknow District Court,Motor Accident,2023-04-01,2023,,38.99,0,10,3,38.99
NG-01501,Delhi District Court,Property,2020-08-01,2020,2025-08-01 11:32:22.643312490,60.0,1,7,3,60.0
NG-01502,Noida District Court,Cheque Bounce,2021-12-01,2021,2023-03-13 14:06:18.949367430,15.36,1,4,3,15.36
NG-01503,Noida District Court,Cheque Bounce,2018-07-01,2018,2020-09-25 18:52:22.742221892,26.87,1,4,3,26.87
NG-01504,Noida District Court,Property,2023-06-01,2023,2025-04-21 22:14:18.782948313,22.7,1,6,4,22.7
NG-01505,Delhi District Court,Family,2020-07-01,2020,2022-08-01 20:01:30.179120462,25.03,1,9,3,25.03
NG-01506,Delhi District Court,Property,2020-03-01,2020,2023-06-28 05:31:57.919478715,39.89,1,4,2,39.89
NG-01507,Lucknow District Court,Civil Dispute,2023-03-01,2023,,40.01,0,5,1,40.01
NG-01508,Lucknow District Court,Motor Accident,2024-01-01,2024,2026-05-16 16:38:24.909233870,28.47,1,5,5,28.47
NG-01509,Jaipur District Court,Property,2020-04-01,2020,2022-10-04 21:29:31.033699846,30.12,1,6,3,30.12
NG-01510,Delhi District Court,Cheque Bounce,2020-04-01,2020,2022-06-05 05:59:54.380193673,26.13,1,8,1,26.13
NG-01511,Delhi District Court,Motor Accident,2023-05-01,2023,2025-01-11 16:06:30.665036787,20.42,1,7,3,20.42
NG-01512,Jaipur District Court,Civil Dispute,2023-09-01,2023,2026-06-13 16:49:57.895912413,33.4,1,5,1,33.4
NG-01513,Jaipur District Court,Family,2021-07-01,2021,2023-08-28 08:12:30.789493531,25.9,1,6,2,25.9
NG-01514,Delhi District Court,Family,2022-10-01,2022,2024-07-22 22:05:35.815042806,21.71,1,7,3,21.71
NG-01515,Delhi District Court,Family,2025-01-01,2025,,17.94,0,4,4,17.94
NG-01516,Noida District Court,Property,2019-06-01,2019,2023-01-06 12:48:02.481395607,43.22,1,5,5,43.22
NG-01517,Jaipur District Court,Property,2021-10-01,2021,2025-01-04 17:29:50.554264663,39.15,1,8,1,39.15
NG-01518,Lucknow District Court,Cheque Bounce,2021-05-01,2021,2024-12-20 17:34:21.942871579,43.68,1,6,3,43.68
NG-01519,Delhi District Court,Family,2023-02-01,2023,2025-02-23 11:50:00.379094821,24.75,1,2,1,24.75
NG-01520,Delhi District Court,Property,2023-09-01,2023,2026-03-14 00:04:00.967461487,30.39,1,9,2,30.39
NG-01521,Lucknow District Court,Motor Accident,2019-07-01,2019,2022-10-29 05:50:11.053529684,39.96,1,7,4,39.96
NG-01522,Noida District Court,Cheque Bounce,2023-06-01,2023,2026-05-22 08:46:03.305595227,35.69,1,9,3,35.69
NG-01523,Noida District Court,Cheque Bounce,2024-06-01,2024,,24.97,0,5,2,24.97
NG-01524,Noida District Court,Cheque Bounce,2018-09-01,2018,2021-02-24 13:53:10.160606293,29.82,1,5,2,29.82
NG-01525,Noida District Court,Civil Dispute,2018-08-01,2018,2020-11-13 15:46:28.959075094,27.45,1,5,3,27.45
NG-01526,Delhi District Court,Civil Dispute,2019-01-01,2019,2024-11-03 21:25:17.747176730,70.1,1,10,5,70.1
NG-01527,Lucknow District Court,Cheque Bounce,2023-07-01,2023,,36.01,0,6,2,36.01
NG-01528,Noida District Court,Civil Dispute,2025-03-01,2025,,16.0,0,11,7,16.0
NG-01529,Delhi District Court,Property,2018-10-01,2018,2021-06-27 19:09:14.284880568,32.88,1,12,3,32.88
NG-01530,Delhi District Court,Motor Accident,2025-07-01,2025,,11.99,0,5,3,11.99
NG-01531,Noida District Court,Property,2023-07-01,2023,,36.01,0,14,3,36.01
NG-01532,Lucknow District Court,Family,2022-06-01,2022,2024-04-22 16:42:00.662384931,22.72,1,9,2,22.72
NG-01533,Delhi District Court,Civil Dispute,2021-07-01,2021,2022-12-21 17:14:44.989703427,17.7,1,6,0,17.7
NG-01534,Noida District Court,Motor Accident,2025-10-01,2025,,8.97,0,5,3,8.97
NG-01535,Noida District Court,Family,2019-08-01,2019,2021-01-15 16:34:37.823411161,17.53,1,4,2,17.53
NG-01536,Jaipur District Court,Cheque Bounce,2022-09-01,2022,2026-06-30 19:07:09.222081191,45.95,1,5,2,45.95
NG-01537,Jaipur District Court,Family,2024-10-01,2024,,20.96,0,7,2,20.96
NG-01538,Jaipur District Court,Cheque Bounce,2018-10-01,2018,2019-08-27 21:12:46.434238188,10.87,1,6,2,10.87
NG-01539,Lucknow District Court,Cheque Bounce,2018-07-01,2018,2020-10-21 19:07:04.801188411,27.72,1,7,0,27.72
NG-01540,Jaipur District Court,Motor Accident,2021-05-01,2021,2022-09-05 03:48:18.326982556,16.17,1,11,1,16.17
NG-01541,Delhi District Court,Family,2025-04-01,2025,,14.98,0,5,0,14.98
NG-01542,Noida District Court,Property,2019-02-01,2019,2023-09-19 10:50:46.985401763,55.57,1,7,3,55.57
NG-01543,Delhi District Court,Property,2021-02-01,2021,,64.91,0,6,4,64.91
NG-01544,Lucknow District Court,Civil Dispute,2025-03-01,2025,,16.0,0,6,7,16.0
NG-01545,Jaipur District Court,Cheque Bounce,2023-02-01,2023,2025-10-09 14:25:56.870707837,32.25,1,9,3,32.25
NG-01546,Delhi District Court,Civil Dispute,2025-07-01,2025,,11.99,0,5,2,11.99
NG-01547,Noida District Court,Cheque Bounce,2023-08-01,2023,2025-11-23 17:11:00.479592245,27.78,1,6,2,27.78
NG-01548,Delhi District Court,Property,2022-01-01,2022,2024-01-05 20:03:13.721613894,24.14,1,3,2,24.14
NG-01549,Delhi District Court,Property,2020-11-01,2020,2023-11-19 10:47:54.532973783,36.58,1,8,6,36.58
NG-01550,Delhi District Court,Civil Dispute,2020-05-01,2020,2021-11-08 01:50:45.157575721,18.27,1,2,3,18.27
NG-01551,Lucknow District Court,Motor Accident,2019-08-01,2019,2021-07-27 06:50:14.683822998,23.86,1,4,4,23.86
NG-01552,Noida District Court,Cheque Bounce,2018-04-01,2018,2021-10-02 17:08:35.993126451,42.07,1,6,1,42.07
NG-01553,Jaipur District Court,Civil Dispute,2019-09-01,2019,2023-12-10 03:03:44.486537935,51.29,1,8,1,51.29
NG-01554,Noida District Court,Motor Accident,2019-09-01,2019,2022-02-26 13:52:30.460188872,29.88,1,9,1,29.88
NG-01555,Noida District Court,Family,2023-07-01,2023,,36.01,0,11,3,36.01
NG-01556,Noida District Court,Family,2018-11-01,2018,2021-02-20 23:43:28.655519476,27.69,1,6,0,27.69
NG-01557,Delhi District Court,Motor Accident,2019-01-01,2019,2022-12-15 04:47:33.766412167,47.44,1,5,3,47.44
NG-01558,Noida District Court,Cheque Bounce,2019-01-01,2019,2022-09-14 14:16:07.691861766,44.43,1,5,1,44.43
NG-01559,Delhi District Court,Cheque Bounce,2021-08-01,2021,2023-04-01 06:13:15.609805757,19.98,1,9,1,19.98
NG-01560,Lucknow District Court,Motor Accident,2023-02-01,2023,2024-08-25 09:46:45.328966489,18.77,1,8,0,18.77
NG-01561,Lucknow District Court,Property,2023-09-01,2023,,33.97,0,6,4,33.97
NG-01562,Jaipur District Court,Family,2020-05-01,2020,2022-01-23 09:53:46.287131196,20.78,1,8,3,20.78
NG-01563,Lucknow District Court,Property,2021-12-01,2021,2024-03-23 23:40:07.270513014,27.73,1,11,2,27.73
NG-01564,Delhi District Court,Family,2019-02-01,2019,2021-12-07 11:12:37.284663133,34.18,1,11,1,34.18
NG-01565,Delhi District Court,Family,2018-11-01,2018,2020-06-18 14:23:40.503448417,19.57,1,2,1,19.57
NG-01566,Noida District Court,Cheque Bounce,2025-12-01,2025,,6.96,0,7,0,6.96
NG-01567,Noida District Court,Cheque Bounce,2024-08-01,2024,,22.96,0,7,2,22.96
NG-01568,Delhi District Court,Property,2022-05-01,2022,,50.0,0,6,4,50.0
NG-01569,Noida District Court,Property,2020-06-01,2020,2023-07-24 13:10:45.039013475,37.73,1,9,1,37.73
NG-01570,Delhi District Court,Motor Accident,2021-12-01,2021,2025-02-05 06:20:12.442695613,38.18,1,8,2,38.18
NG-01571,Lucknow District Court,Motor Accident,2025-07-01,2025,,11.99,0,5,4,11.99
NG-01572,Lucknow District Court,Family,2024-10-01,2024,2025-11-12 07:54:15.741837789,13.38,1,9,1,13.38
NG-01573,Lucknow District Court,Cheque Bounce,2023-01-01,2023,2026-02-07 03:02:56.017708186,37.22,1,6,4,37.22
NG-01574,Delhi District Court,Civil Dispute,2023-06-01,2023,2024-07-02 14:41:36.836433144,13.06,1,4,2,13.06
NG-01575,Lucknow District Court,Motor Accident,2020-06-01,2020,2024-08-17 11:59:42.217665578,50.54,1,5,3,50.54
NG-01576,Lucknow District Court,Cheque Bounce,2023-02-01,2023,2025-03-19 22:44:08.934919261,25.56,1,9,2,25.56
NG-01577,Delhi District Court,Property,2018-02-01,2018,2020-05-27 23:26:08.229665094,27.82,1,5,5,27.82
NG-01578,Jaipur District Court,Property,2024-07-01,2024,,23.98,0,8,1,23.98
NG-01579,Jaipur District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,6,0,9.95
NG-01580,Lucknow District Court,Cheque Bounce,2019-02-01,2019,2023-11-04 23:27:15.245106566,57.1,1,12,7,57.1
NG-01581,Jaipur District Court,Family,2022-01-01,2022,2025-06-20 08:00:24.086032807,41.6,1,8,0,41.6
NG-01582,Lucknow District Court,Property,2020-07-01,2020,2023-08-02 13:47:24.150942006,37.04,1,9,1,37.04
NG-01583,Delhi District Court,Cheque Bounce,2019-07-01,2019,2022-09-02 14:44:35.671960976,38.1,1,7,2,38.1
NG-01584,Lucknow District Court,Motor Accident,2020-06-01,2020,2022-06-30 02:59:54.986059314,24.94,1,8,2,24.94
NG-01585,Lucknow District Court,Motor Accident,2021-08-01,2021,2023-05-14 21:43:59.655518374,21.42,1,8,2,21.42
NG-01586,Delhi District Court,Property,2020-12-01,2020,2026-01-12 06:24:03.239927271,61.38,1,5,1,61.38
NG-01587,Delhi District Court,Civil Dispute,2025-02-01,2025,,16.92,0,6,5,16.92
NG-01588,Delhi District Court,Property,2021-05-01,2021,2024-12-21 08:39:45.749469628,43.7,1,13,7,43.7
NG-01589,Lucknow District Court,Property,2023-07-01,2023,,36.01,0,4,2,36.01
NG-01590,Noida District Court,Family,2018-12-01,2018,2021-01-26 10:40:02.186117256,25.87,1,4,2,25.87
NG-01591,Lucknow District Court,Civil Dispute,2024-04-01,2024,,26.97,0,3,1,26.97
NG-01592,Noida District Court,Cheque Bounce,2024-07-01,2024,,23.98,0,5,3,23.98
NG-01593,Jaipur District Court,Cheque Bounce,2021-06-01,2021,2023-12-04 22:35:53.822879531,30.12,1,4,2,30.12
NG-01594,Noida District Court,Cheque Bounce,2019-03-01,2019,2021-10-02 12:23:36.980971880,31.09,1,7,0,31.09
NG-01595,Noida District Court,Property,2025-08-01,2025,,10.97,0,12,1,10.97
NG-01596,Lucknow District Court,Motor Accident,2023-04-01,2023,2024-12-13 11:41:49.147780755,20.45,1,5,0,20.45
NG-01597,Lucknow District Court,Cheque Bounce,2019-01-01,2019,2022-06-04 01:19:35.407842188,41.07,1,3,2,41.07
NG-01598,Delhi District Court,Cheque Bounce,2023-10-01,2023,2026-01-08 19:50:40.714264613,27.29,1,5,1,27.29
NG-01599,Lucknow District Court,Cheque Bounce,2022-10-01,2022,2025-09-25 06:44:29.477166282,35.82,1,6,2,35.82
NG-01600,Noida District Court,Civil Dispute,2025-04-01,2025,,14.98,0,6,5,14.98
NG-01601,Lucknow District Court,Motor Accident,2022-08-01,2022,2025-05-16 09:59:49.186732470,33.49,1,8,5,33.49
NG-01602,Delhi District Court,Civil Dispute,2020-05-01,2020,2022-09-08 09:35:09.516754320,28.27,1,14,2,28.27
NG-01603,Delhi District Court,Family,2021-02-01,2021,2023-11-29 10:31:27.711186147,33.88,1,9,3,33.88
NG-01604,Delhi District Court,Property,2019-08-01,2019,2023-05-07 05:27:21.493684952,45.18,1,9,3,45.18
NG-01605,Lucknow District Court,Motor Accident,2024-05-01,2024,,25.99,0,8,4,25.99
NG-01606,Noida District Court,Property,2023-06-01,2023,2026-03-18 00:07:46.142362608,33.54,1,10,5,33.54
NG-01607,Noida District Court,Cheque Bounce,2019-09-01,2019,2021-06-29 12:02:19.904432979,21.93,1,1,3,21.93
NG-01608,Lucknow District Court,Property,2022-03-01,2022,2024-12-26 19:10:37.299475364,33.9,1,6,2,33.9
NG-01609,Lucknow District Court,Motor Accident,2024-10-01,2024,2025-09-11 14:29:03.537934889,11.35,1,6,1,11.35
NG-01610,Noida District Court,Cheque Bounce,2023-06-01,2023,,36.99,0,6,2,36.99
NG-01611,Jaipur District Court,Motor Accident,2018-11-01,2018,2020-05-15 07:19:39.734066331,18.44,1,6,3,18.44
NG-01612,Delhi District Court,Cheque Bounce,2019-01-01,2019,2021-09-13 16:52:44.287920773,32.41,1,7,2,32.41
NG-01613,Lucknow District Court,Family,2018-03-01,2018,2020-08-21 14:09:17.212417934,29.72,1,9,5,29.72
NG-01614,Jaipur District Court,Property,2024-07-01,2024,,23.98,0,1,3,23.98
NG-01615,Lucknow District Court,Property,2018-05-01,2018,2021-03-30 14:59:13.055135458,34.97,1,5,6,34.97
NG-01616,Jaipur District Court,Property,2025-07-01,2025,,11.99,0,12,4,11.99
NG-01617,Jaipur District Court,Property,2020-06-01,2020,2022-01-04 14:50:01.813912535,19.14,1,11,4,19.14
NG-01618,Delhi District Court,Family,2023-06-01,2023,2026-01-23 07:25:30.852119732,31.78,1,6,7,31.78
NG-01619,Jaipur District Court,Property,2021-11-01,2021,2024-07-17 10:00:01.976525326,32.5,1,6,5,32.5
NG-01620,Delhi District Court,Cheque Bounce,2023-11-01,2023,,31.96,0,6,2,31.96
NG-01621,Noida District Court,Civil Dispute,2019-07-01,2019,2021-09-20 08:10:13.593782026,26.69,1,9,2,26.69
NG-01622,Noida District Court,Cheque Bounce,2019-06-01,2019,2021-01-28 16:03:02.946070630,19.96,1,8,3,19.96
NG-01623,Delhi District Court,Civil Dispute,2025-01-01,2025,,17.94,0,5,8,17.94
NG-01624,Noida District Court,Property,2022-11-01,2022,2023-10-29 20:15:12.623564085,11.92,1,7,1,11.92
NG-01625,Delhi District Court,Motor Accident,2019-11-01,2019,2022-02-16 22:30:16.731507605,27.56,1,11,3,27.56
NG-01626,Delhi District Court,Cheque Bounce,2022-01-01,2022,2026-03-18 06:41:46.917293176,50.5,1,5,0,50.5
NG-01627,Lucknow District Court,Property,2023-09-01,2023,,33.97,0,3,2,33.97
NG-01628,Noida District Court,Civil Dispute,2022-07-01,2022,2024-08-01 21:43:43.628748723,25.06,1,7,1,25.06
NG-01629,Noida District Court,Civil Dispute,2025-09-01,2025,,9.95,0,7,3,9.95
NG-01630,Noida District Court,Civil Dispute,2023-04-01,2023,2025-10-15 20:00:20.775624730,30.51,1,5,2,30.51
NG-01631,Lucknow District Court,Property,2020-06-01,2020,2023-08-23 03:29:07.771562324,38.7,1,9,3,38.7
NG-01632,Delhi District Court,Cheque Bounce,2021-08-01,2021,2023-05-15 18:12:50.730321476,21.44,1,7,4,21.44
NG-01633,Lucknow District Court,Cheque Bounce,2023-01-01,2023,,41.95,0,3,4,41.95
NG-01634,Jaipur District Court,Property,2019-10-01,2019,2021-07-01 04:34:51.278318604,21.0,1,1,1,21.0
NG-01635,Delhi District Court,Cheque Bounce,2018-03-01,2018,2019-07-25 01:51:16.239681460,16.79,1,9,1,16.79
NG-01636,Jaipur District Court,Motor Accident,2020-09-01,2020,2023-08-24 02:55:52.657316155,35.71,1,15,2,35.71
NG-01637,Delhi District Court,Cheque Bounce,2022-07-01,2022,2026-03-26 23:43:19.591753189,44.84,1,10,3,44.84
NG-01638,Noida District Court,Civil Dispute,2019-08-01,2019,2023-09-12 05:11:25.963256253,49.38,1,8,4,49.38
NG-01639,Delhi District Court,Cheque Bounce,2023-10-01,2023,,32.98,0,4,3,32.98
NG-01640,Lucknow District Court,Civil Dispute,2020-08-01,2020,2023-03-19 18:36:58.453725513,31.56,1,8,1,31.56
NG-01641,Lucknow District Court,Family,2022-04-01,2022,2024-09-15 16:53:52.756709873,29.52,1,7,5,29.52
NG-01642,Delhi District Court,Civil Dispute,2021-12-01,2021,2024-05-05 19:20:28.383958979,29.13,1,7,2,29.13
NG-01643,Lucknow District Court,Motor Accident,2020-08-01,2020,2021-09-02 20:53:01.489230905,13.07,1,7,1,13.07
NG-01644,Delhi District Court,Cheque Bounce,2019-08-01,2019,,82.98,0,7,1,82.98
NG-01645,Jaipur District Court,Cheque Bounce,2024-07-01,2024,2025-11-18 04:54:57.569226822,16.6,1,6,1,16.6
NG-01646,Delhi District Court,Motor Accident,2018-11-01,2018,2021-02-25 20:04:45.826502819,27.85,1,14,1,27.85
NG-01647,Delhi District Court,Cheque Bounce,2020-09-01,2020,2024-02-13 14:14:16.114090358,41.41,1,9,3,41.41
NG-01648,Lucknow District Court,Property,2020-01-01,2020,2023-07-11 03:06:00.327571675,42.28,1,12,9,42.28
NG-01649,Noida District Court,Family,2024-11-01,2024,2026-04-01 03:00:33.269495886,16.96,1,14,2,16.96
NG-01650,Noida District Court,Cheque Bounce,2022-12-01,2022,2026-04-16 11:47:07.837468699,40.49,1,10,3,40.49
NG-01651,Jaipur District Court,Cheque Bounce,2018-09-01,2018,2020-07-10 13:22:56.027829794,22.29,1,8,2,22.29
NG-01652,Jaipur District Court,Motor Accident,2023-07-01,2023,,36.01,0,10,1,36.01
NG-01653,Delhi District Court,Property,2020-06-01,2020,2024-10-20 05:55:19.737052083,52.64,1,9,3,52.64
NG-01654,Jaipur District Court,Cheque Bounce,2021-10-01,2021,2023-06-02 04:06:40.178644735,20.01,1,12,4,20.01
NG-01655,Lucknow District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,8,3,9.95
NG-01656,Lucknow District Court,Civil Dispute,2022-05-01,2022,2025-10-16 16:39:43.676397624,41.55,1,5,4,41.55
NG-01657,Jaipur District Court,Civil Dispute,2023-01-01,2023,,41.95,0,11,1,41.95
NG-01658,Lucknow District Court,Cheque Bounce,2018-12-01,2018,2020-04-28 04:07:14.325726780,16.89,1,4,3,16.89
NG-01659,Lucknow District Court,Motor Accident,2024-01-01,2024,2026-04-07 01:15:55.050455396,27.17,1,2,2,27.17
NG-01660,Noida District Court,Property,2019-03-01,2019,2021-07-07 06:46:02.891053741,28.23,1,11,0,28.23
NG-01661,Delhi District Court,Property,2023-07-01,2023,,36.01,0,5,7,36.01
NG-01662,Noida District Court,Cheque Bounce,2020-04-01,2020,2022-03-20 06:26:49.688388277,23.6,1,6,4,23.6
NG-01663,Delhi District Court,Civil Dispute,2018-10-01,2018,2022-12-03 14:17:11.083189315,50.09,1,8,7,50.09
NG-01664,Lucknow District Court,Civil Dispute,2024-06-01,2024,,24.97,0,5,4,24.97
NG-01665,Noida District Court,Motor Accident,2024-01-01,2024,2026-05-07 19:11:58.260417000,28.18,1,9,4,28.18
NG-01666,Noida District Court,Family,2019-01-01,2019,2021-09-30 17:06:43.250354654,32.97,1,11,4,32.97
NG-01667,Delhi District Court,Cheque Bounce,2025-06-01,2025,,12.98,0,7,4,12.98
NG-01668,Noida District Court,Motor Accident,2023-01-01,2023,2025-04-16 08:24:48.863015354,27.48,1,2,2,27.48
NG-01669,Delhi District Court,Cheque Bounce,2018-07-01,2018,2020-08-16 01:38:48.429920238,25.53,1,8,4,25.53
NG-01670,Lucknow District Court,Property,2021-04-01,2021,2025-09-19 13:52:06.000519642,53.63,1,7,1,53.63
NG-01671,Jaipur District Court,Civil Dispute,2021-11-01,2021,2024-04-27 00:17:52.005772728,29.83,1,4,4,29.83
NG-01672,Jaipur District Court,Cheque Bounce,2025-01-01,2025,,17.94,0,4,2,17.94
NG-01673,Jaipur District Court,Property,2020-12-01,2020,,66.95,0,2,2,66.95
NG-01674,Jaipur District Court,Property,2025-03-01,2025,,16.0,0,10,0,16.0
NG-01675,Lucknow District Court,Civil Dispute,2018-05-01,2018,2020-07-07 13:07:00.961336081,26.23,1,8,3,26.23
NG-01676,Lucknow District Court,Motor Accident,2021-01-01,2021,2025-01-01 09:24:46.815180312,48.01,1,10,4,48.01
NG-01677,Delhi District Court,Property,2022-01-01,2022,2024-05-07 07:48:04.719895453,28.16,1,4,3,28.16
NG-01678,Lucknow District Court,Family,2019-06-01,2019,2022-06-29 11:08:39.233301014,36.94,1,8,4,36.94
NG-01679,Noida District Court,Family,2023-02-01,2023,2026-05-09 15:53:53.615710662,39.21,1,10,3,39.21
NG-01680,Delhi District Court,Property,2021-08-01,2021,2026-01-05 10:06:16.114566968,53.17,1,3,2,53.17
NG-01681,Jaipur District Court,Family,2022-02-01,2022,2024-07-09 15:38:45.651797917,29.23,1,7,3,29.23
NG-01682,Jaipur District Court,Cheque Bounce,2024-05-01,2024,2026-02-14 16:34:21.637868525,21.51,1,12,0,21.51
NG-01683,Jaipur District Court,Motor Accident,2024-02-01,2024,,28.94,0,6,1,28.94
NG-01684,Jaipur District Court,Cheque Bounce,2021-01-01,2021,2024-04-07 13:53:41.253822104,39.18,1,11,3,39.18
NG-01685,Jaipur District Court,Cheque Bounce,2018-09-01,2018,2024-12-02 12:15:14.957822977,75.05,1,12,7,75.05
NG-01686,Noida District Court,Property,2019-07-01,2019,2023-05-06 18:28:58.737405515,46.18,1,8,3,46.18
NG-01687,Delhi District Court,Civil Dispute,2025-01-01,2025,,17.94,0,5,0,17.94
NG-01688,Jaipur District Court,Family,2021-10-01,2021,2025-04-05 18:00:50.568069234,42.14,1,11,4,42.14
NG-01689,Jaipur District Court,Civil Dispute,2020-09-01,2020,2022-07-29 15:00:44.691697002,22.89,1,4,4,22.89
NG-01690,Delhi District Court,Property,2023-07-01,2023,,36.01,0,7,1,36.01
NG-01691,Delhi District Court,Family,2024-01-01,2024,,29.96,0,11,2,29.96
NG-01692,Noida District Court,Motor Accident,2022-02-01,2022,2023-11-16 03:13:20.068350974,21.46,1,6,2,21.46
NG-01693,Delhi District Court,Civil Dispute,2025-05-01,2025,,13.99,0,10,2,13.99
NG-01694,Lucknow District Court,Family,2023-04-01,2023,,38.99,0,6,2,38.99
NG-01695,Delhi District Court,Family,2019-02-01,2019,2020-11-13 00:19:08.870134664,21.39,1,4,4,21.39
NG-01696,Noida District Court,Family,2020-03-01,2020,2022-06-11 02:08:09.469862946,27.34,1,9,2,27.34
NG-01697,Noida District Court,Cheque Bounce,2021-09-01,2021,2025-05-17 14:22:03.718300108,44.5,1,8,3,44.5
NG-01698,Noida District Court,Cheque Bounce,2020-03-01,2020,2021-09-06 12:15:57.505598605,18.22,1,5,2,18.22
NG-01699,Delhi District Court,Cheque Bounce,2022-02-01,2022,2023-11-12 09:45:16.193691728,21.33,1,5,5,21.33
NG-01700,Noida District Court,Civil Dispute,2023-09-01,2023,,33.97,0,8,1,33.97
NG-01701,Lucknow District Court,Cheque Bounce,2021-04-01,2021,2023-02-24 14:38:11.662947775,22.82,1,5,2,22.82
NG-01702,Jaipur District Court,Civil Dispute,2020-07-01,2020,2025-06-28 08:49:53.621072840,59.9,1,5,3,59.9
